Invoice_ID,Date,Customer_Name,Gender,Location,Product_ID,Product_Name,Category,Quantity,Unit_Price,Total_Price,Payment_Method,Rating
INV0209,2025-01-01,Javier Green,Male,Bangalore,P1001,Samsung M14,Mobile,5.0,14000,70000.0,Wallet,4.2
INV0210,2025-01-28,Mark Stone,Female,Pune,P2001,HP Pavilion 15,Laptop,3.0,52000,156000.0,Cash,3.7
INV0211,2025-01-09,Crystal Gonzalez,Female,Kolkata,P1001,Samsung M14,Mobile,4.0,14000,56000.0,Cash,4.6
INV0212,2024-12-18,Monique Francis,Male,Chennai,P5002,Boat Smart Watch,Smart Watch,4.0,2500,10000.0,Wallet,3.7
INV0213,2025-01-03,Karen Mills,Female,Kolkata,P4001,Samsung Smart TV,Smart TV,2.0,40000,80000.0,Card,4.4
INV0214,2025-02-18,Jeffrey Marsh,Female,Bangalore,P3003,JBL Headphones,Accessories,2.0,2500,5000.0,UPI,3.6
INV0215,2025-03-22,Jessica Wallace,Female,Pune,P3002,HP Keyboard,Accessories,5.0,1200,6000.0,Wallet,3.3
INV0216,2025-04-18,Ellen Velazquez,Male,Bangalore,P1003,Redmi Note 12,Mobile,1.0,13000,13000.0,Card,4.2
INV0217,2025-01-28,Robert Harrington,Male,Mumbai,P1002,iPhone 14,Mobile,2.0,75000,150000.0,Wallet,3.1
INV0218,2025-03-04,Henry Lee,Male,Bangalore,P3001,Logitech Mouse,Accessories,3.0,700,2100.0,Cash,3.8
INV0219,2024-12-27,William Smith,Female,Hyderabad,P2002,Dell Inspiron,Laptop,5.0,48000,240000.0,UPI,4.4
INV0220,2025-02-05,Alyssa Kelley,Male,Delhi,P2003,MacBook Air,Laptop,1.0,95000,95000.0,UPI,4.3
INV0221,2025-01-10,Jonathan Burns,Female,Mumbai,P1002,iPhone 14,Mobile,1.0,75000,75000.0,Card,3.8
INV0222,2025-04-12,Ryan Wilson,Female,Pune,P1002,iPhone 14,Mobile,4.0,75000,300000.0,Cash,4.7
INV0223,2025-03-09,April Davis,Female,Bangalore,P4001,Samsung Smart TV,Smart TV,4.0,40000,160000.0,Card,3.0
INV0224,2025-03-24,Carmen Brewer,Male,Bangalore,P4001,Samsung Smart TV,Smart TV,4.0,40000,160000.0,Card,4.0
INV0225,2025-02-23,Manuel Nichols,Male,Mumbai,P2001,HP Pavilion 15,Laptop,3.0,52000,156000.0,Card,3.0
INV0226,2025-04-06,Wendy Fitzgerald,Male,Bangalore,P4001,Samsung Smart TV,Smart TV,2.0,40000,80000.0,Cash,4.4
INV0227,2024-12-13,Hailey Rodriguez,Female,Chennai,P1001,Samsung M14,Mobile,5.0,14000,70000.0,UPI,4.1
INV0228,2025-03-19,Kelly Gonzalez,Male,Jaipur,P1002,iPhone 14,Mobile,2.0,75000,150000.0,Cash,3.2
INV0229,2024-12-07,Erica Smith,Female,Delhi,P1002,iPhone 14,Mobile,4.0,75000,300000.0,UPI,4.7
INV0230,2024-12-20,Christopher Williams,Male,Jaipur,P5002,Boat Smart Watch,Smart Watch,1.0,2500,2500.0,Wallet,3.3
INV0231,2025-04-04,Mr. Randall Neal,Male,Delhi,P5002,Boat Smart Watch,Smart Watch,1.0,2500,2500.0,Wallet,4.5
INV0232,2024-11-19,Michelle Hughes,Male,Delhi,P3002,HP Keyboard,Accessories,2.0,1200,2400.0,UPI,4.6
INV0233,2025-04-12,Nicole Rivera,Female,Bangalore,P5001,Apple Watch,Smart Watch,4.0,32000,128000.0,Wallet,4.0
INV0234,2025-05-15,Francis Jones,Male,Jaipur,P5001,Apple Watch,Smart Watch,3.0,32000,96000.0,Card,3.2
INV0235,2025-01-30,Charles Martinez,Male,Chennai,P5001,Apple Watch,Smart Watch,5.0,32000,160000.0,Cash,3.3
INV0236,2025-03-01,Sheila Hart,Male,Kolkata,P1003,Redmi Note 12,Mobile,3.0,13000,39000.0,UPI,3.9
INV0237,2025-01-12,David Nolan,Female,Chennai,P5001,Apple Watch,Smart Watch,4.0,32000,128000.0,Card,4.7
INV0238,2024-11-28,Kimberly Johnson,Female,Mumbai,P1003,Redmi Note 12,Mobile,3.0,13000,39000.0,UPI,3.9
INV0239,2025-04-20,Eric Wilson,Female,Kolkata,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,Cash,3.2
INV0240,2025-01-29,Caitlin Brown,Male,Mumbai,P2003,MacBook Air,Laptop,4.0,95000,380000.0,Cash,3.6
INV0241,2025-02-18,Maxwell Hodges,Male,Hyderabad,P1003,Redmi Note 12,Mobile,3.0,13000,39000.0,UPI,3.7
INV0242,2025-05-01,Scott Edwards,Female,Kolkata,P4001,Samsung Smart TV,Smart TV,2.0,40000,80000.0,Card,3.4
INV0243,2025-02-20,Tristan Clark,Male,Bangalore,P3001,Logitech Mouse,Accessories,3.0,700,2100.0,UPI,4.5
INV0244,2025-01-02,Brenda Hughes,Male,Jaipur,P1003,Redmi Note 12,Mobile,1.0,13000,13000.0,UPI,4.5
INV0245,2025-03-18,Robert Fox,Female,Chennai,P5001,Apple Watch,Smart Watch,3.0,32000,96000.0,Card,3.5
INV0246,2025-03-22,Colin Gomez,Male,Jaipur,P5002,Boat Smart Watch,Smart Watch,1.0,2500,2500.0,Cash,4.5
INV0247,2025-04-10,Reginald Woods,Male,Mumbai,P2003,MacBook Air,Laptop,5.0,95000,475000.0,UPI,4.2
INV0248,2024-12-14,Richard Baker,Female,Delhi,P2001,HP Pavilion 15,Laptop,1.0,52000,52000.0,UPI,3.3
INV0249,2025-02-05,Alexandra Ford,Male,Pune,P1003,Redmi Note 12,Mobile,1.0,13000,13000.0,Wallet,4.3
INV0250,2025-01-01,Matthew Cummings,Female,Kolkata,P2003,MacBook Air,Laptop,5.0,95000,475000.0,UPI,3.7
INV0251,2025-05-09,Ryan Stewart,Female,Jaipur,P4001,Samsung Smart TV,Smart TV,2.0,40000,80000.0,UPI,4.3
INV0252,2024-12-10,Bridget Williams,Female,Hyderabad,P2001,HP Pavilion 15,Laptop,2.0,52000,104000.0,Wallet,3.7
INV0253,2024-12-29,John Orr,Male,Chennai,P1001,Samsung M14,Mobile,3.0,14000,42000.0,Card,4.7
INV0254,2025-02-18,Jacqueline Gray,Male,Chennai,P1002,iPhone 14,Mobile,5.0,75000,375000.0,Cash,4.2
INV0255,2025-03-04,Joshua Sharp,Male,Hyderabad,P2003,MacBook Air,Laptop,1.0,95000,95000.0,UPI,3.5
INV0256,2025-01-21,Andre Moore,Female,Kolkata,P3002,HP Keyboard,Accessories,5.0,1200,6000.0,UPI,3.8
INV0257,2025-03-08,Tiffany Jones,Female,Kolkata,P1002,iPhone 14,Mobile,3.0,75000,225000.0,Wallet,3.7
INV0258,2024-11-28,Brian Harris,Female,Kolkata,P4001,Samsung Smart TV,Smart TV,1.0,40000,40000.0,Wallet,3.2
INV0259,2024-12-26,Mark Cummings,Female,Kolkata,P3002,HP Keyboard,Accessories,5.0,1200,6000.0,Card,5.0
INV0260,2025-01-08,John Stephens,Female,Hyderabad,P2003,MacBook Air,Laptop,5.0,95000,475000.0,Card,4.6
INV0261,2025-04-14,Wendy Banks,Male,Delhi,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,Wallet,3.6
INV0262,2025-03-13,Jeffery Kennedy,Male,Chennai,P1003,Redmi Note 12,Mobile,4.0,13000,52000.0,Card,4.7
INV0263,2025-01-07,Timothy Hall,Female,Mumbai,P3003,JBL Headphones,Accessories,4.0,2500,10000.0,Cash,4.8
INV0264,2024-12-13,Alexis Hamilton,Male,Kolkata,P1002,iPhone 14,Mobile,1.0,75000,75000.0,UPI,5.0
INV0265,2025-04-22,Christopher Shepherd,Female,Chennai,P2001,HP Pavilion 15,Laptop,1.0,52000,52000.0,Cash,4.3
INV0266,2025-03-04,Emily Anderson,Male,Pune,P5002,Boat Smart Watch,Smart Watch,3.0,2500,7500.0,Card,3.9
INV0267,2025-05-05,Johnny Davis,Male,Mumbai,P3002,HP Keyboard,Accessories,3.0,1200,3600.0,Card,4.7
INV0268,2025-01-29,Andrew Lee,Female,Kolkata,P1003,Redmi Note 12,Mobile,1.0,13000,13000.0,UPI,4.0
INV0269,2024-12-18,Robert Boyd,Male,Chennai,P2002,Dell Inspiron,Laptop,3.0,48000,144000.0,Cash,4.5
INV0270,2025-04-30,John Bailey,Female,Delhi,P4001,Samsung Smart TV,Smart TV,5.0,40000,200000.0,Card,3.2
INV0271,2025-03-14,Lynn Garrett,Female,Delhi,P3003,JBL Headphones,Accessories,1.0,2500,2500.0,Wallet,4.6
INV0272,2025-02-01,Michael Hansen,Female,Kolkata,P3002,HP Keyboard,Accessories,5.0,1200,6000.0,Wallet,3.3
INV0273,2025-02-02,Gregory Myers,Male,Pune,P3002,HP Keyboard,Accessories,1.0,1200,1200.0,UPI,3.9
INV0274,2025-02-25,Timothy Wilson,Female,Chennai,P5002,Boat Smart Watch,Smart Watch,4.0,2500,10000.0,Card,3.3
INV0275,2025-01-30,Gloria Maddox,Male,Delhi,P3003,JBL Headphones,Accessories,3.0,2500,7500.0,UPI,4.2
INV0276,2024-11-21,Paul Rodriguez,Male,Jaipur,P1002,iPhone 14,Mobile,2.0,75000,150000.0,Cash,3.5
INV0277,2025-05-16,Cynthia Nelson,Female,Kolkata,P1002,iPhone 14,Mobile,1.0,75000,75000.0,Card,3.5
INV0278,2025-03-04,Steven Joseph,Male,Pune,P3001,Logitech Mouse,Accessories,2.0,700,1400.0,Card,4.5
INV0279,2025-03-15,Mr. Colin Jones,Male,Bangalore,P2003,MacBook Air,Laptop,2.0,95000,190000.0,Card,4.5
INV0280,2025-05-02,Madison Robinson,Male,Mumbai,P5001,Apple Watch,Smart Watch,3.0,32000,96000.0,Card,3.5
,2024-11-23,Dennis Sanford,Female,Kolkata,P2003,MacBook Air,Laptop,4.0,95000,380000.0,UPI,3.7
INV0282,2024-11-30,Maria Nelson,Male,Kolkata,P4001,Samsung Smart TV,Smart TV,5.0,40000,200000.0,Wallet,3.0
INV0283,2025-04-11,Robert Gordon,Female,Pune,P1003,Redmi Note 12,Mobile,2.0,13000,26000.0,Cash,3.2
INV0284,2025-04-05,Debbie Harris,Male,Bangalore,P1001,Samsung M14,Mobile,3.0,14000,42000.0,Wallet,4.9
INV0285,2025-01-15,Christopher Horn,Male,Mumbai,P5002,Boat Smart Watch,Smart Watch,3.0,2500,7500.0,Wallet,4.9
INV0286,2025-02-03,Victoria Sanford,Female,Delhi,P3003,JBL Headphones,Accessories,1.0,2500,2500.0,Wallet,5.0
INV0287,2025-02-19,Katherine Edwards,Female,Kolkata,P1001,Samsung M14,Mobile,4.0,14000,56000.0,Card,4.5
INV0288,2024-12-15,Bradley Adams,Male,Delhi,P3001,Logitech Mouse,Accessories,4.0,700,2800.0,Cash,4.8
INV0289,2025-04-11,Edward Yates,Male,Jaipur,P5001,Apple Watch,Smart Watch,4.0,32000,128000.0,UPI,4.6
INV0290,2024-12-03,Karen Sparks,Male,Mumbai,P2001,HP Pavilion 15,Laptop,1.0,52000,52000.0,Wallet,3.2
INV0291,2025-03-10,Judith Rivera,Female,Pune,P3001,Logitech Mouse,Accessories,5.0,700,3500.0,Wallet,4.5
INV0292,2025-04-21,Brian Trujillo,Female,Delhi,P2001,HP Pavilion 15,Laptop,5.0,52000,260000.0,UPI,4.3
INV0293,2024-12-31,Alicia Morgan,Female,Mumbai,P4001,Samsung Smart TV,Smart TV,2.0,40000,80000.0,UPI,3.7
INV0294,2025-03-14,Kristi Ford,Female,Jaipur,P3002,HP Keyboard,Accessories,5.0,1200,6000.0,Card,3.9
INV0295,2025-03-12,Denise Cochran,Male,Chennai,P1001,Samsung M14,Mobile,3.0,14000,42000.0,UPI,3.9
INV0296,2024-12-30,John Escobar,Female,Hyderabad,P2002,Dell Inspiron,Laptop,2.0,48000,96000.0,UPI,4.8
INV0297,2025-05-05,Jennifer Mora,Female,Mumbai,P2001,HP Pavilion 15,Laptop,4.0,52000,208000.0,Wallet,3.6
INV0298,2025-04-02,Jose Howell,Female,Delhi,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,Wallet,3.0
INV0299,2025-05-03,Kyle Davidson,Female,Pune,P2002,Dell Inspiron,Laptop,4.0,48000,192000.0,Wallet,4.1
INV0300,2025-01-10,Kathleen Stewart,Female,Mumbai,P1001,Samsung M14,Mobile,5.0,14000,70000.0,Wallet,3.6
INV0301,2024-12-31,Jessica Shelton,Female,Kolkata,P1001,Samsung M14,Mobile,4.0,14000,56000.0,Card,4.8
INV0302,2025-01-30,Andrew Holloway,Male,Mumbai,P5002,Boat Smart Watch,Smart Watch,3.0,2500,7500.0,Wallet,4.6
INV0303,2025-01-30,Misty Frey,Female,Hyderabad,P1002,iPhone 14,Mobile,1.0,75000,75000.0,Wallet,3.9
INV0304,2024-11-16,Gary Cox,Female,Pune,P2002,Dell Inspiron,Laptop,3.0,48000,144000.0,Card,4.4
INV0305,2024-12-11,Sandra Johnson,Male,Kolkata,P1003,Redmi Note 12,Mobile,1.0,13000,13000.0,UPI,4.2
INV0306,2025-02-26,Jesse Peterson,Female,Chennai,P4001,Samsung Smart TV,Smart TV,5.0,40000,200000.0,UPI,4.2
INV0307,2024-12-13,Matthew Petersen,Female,Chennai,P2002,Dell Inspiron,Laptop,5.0,48000,240000.0,Cash,3.7
INV0308,2025-02-21,Rebecca Payne,Female,Pune,P1001,Samsung M14,Mobile,1.0,14000,14000.0,UPI,3.9
INV0309,2025-05-07,Stephen Booker,Male,Bangalore,P5002,Boat Smart Watch,Smart Watch,5.0,2500,12500.0,Wallet,3.2
INV0310,2024-11-27,Karen Cooke,Female,Hyderabad,P2002,Dell Inspiron,Laptop,2.0,48000,96000.0,Cash,4.4
INV0311,2024-12-18,Lynn Burns,Male,Mumbai,P5002,Boat Smart Watch,Smart Watch,4.0,2500,10000.0,Wallet,3.5
INV0312,2025-04-11,James Wood,Female,Hyderabad,P2002,Dell Inspiron,Laptop,1.0,48000,48000.0,Card,4.7
INV0313,2024-12-02,Justin Kelly,Male,Bangalore,P1001,Samsung M14,Mobile,1.0,14000,14000.0,Card,4.2
INV0314,2024-11-23,Brad Martin,Female,Hyderabad,P5002,Boat Smart Watch,Smart Watch,5.0,2500,12500.0,Cash,4.0
INV0315,2025-01-28,Alexandria Brown,Male,Chennai,P5002,Boat Smart Watch,Smart Watch,4.0,2500,10000.0,UPI,4.9
INV0316,2024-12-27,Katelyn Johnson,Female,Bangalore,P3003,JBL Headphones,Accessories,3.0,2500,7500.0,UPI,3.8
INV0317,2024-12-09,Connie Mcclain,Female,Kolkata,P1002,iPhone 14,Mobile,1.0,75000,75000.0,Card,4.4
INV0318,2025-03-18,Dr. Amanda Bond,Male,Chennai,P1001,Samsung M14,Mobile,5.0,14000,70000.0,UPI,3.7
INV0319,2025-02-28,Mark Cole,Male,Mumbai,P2002,Dell Inspiron,Laptop,3.0,48000,144000.0,Cash,3.1
INV0320,2025-03-17,Melanie Daugherty,Male,Mumbai,P4001,Samsung Smart TV,Smart TV,5.0,40000,200000.0,,4.8
INV0321,2024-11-21,George Melendez,Male,Bangalore,P3003,JBL Headphones,Accessories,2.0,2500,5000.0,Cash,3.7
INV0322,2025-04-04,David Wagner,Male,Mumbai,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,Cash,3.6
INV0323,2025-04-23,Lauren Kaiser,Female,Delhi,P5001,Apple Watch,Smart Watch,3.0,32000,96000.0,UPI,3.6
INV0324,2025-04-01,Amy Reynolds,Male,Bangalore,P1002,iPhone 14,Mobile,2.0,75000,150000.0,UPI,4.7
INV0325,2025-03-14,Katherine Gutierrez,Male,Mumbai,P2002,Dell Inspiron,Laptop,2.0,48000,96000.0,UPI,3.2
INV0326,2024-11-23,Mrs. Sara Everett PhD,Female,Jaipur,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,UPI,4.7
INV0327,2025-04-24,Joel Steele,Female,Jaipur,P3001,Logitech Mouse,Accessories,1.0,700,700.0,UPI,3.2
INV0328,2025-05-08,William Black DVM,Female,Delhi,P1002,iPhone 14,Mobile,5.0,75000,375000.0,Cash,3.8
INV0329,2025-02-10,Nichole Cole,Male,Kolkata,P3002,HP Keyboard,Accessories,1.0,1200,1200.0,Card,4.7
INV0330,2025-02-15,Ryan Newton,Male,Delhi,P2001,HP Pavilion 15,Laptop,3.0,52000,156000.0,Cash,4.2
INV0331,2025-02-27,Sarah Barker,Male,Jaipur,P1002,iPhone 14,Mobile,2.0,75000,150000.0,Wallet,3.3
INV0332,2025-04-29,Marc Shields,Male,Kolkata,P2003,MacBook Air,Laptop,1.0,95000,95000.0,Card,4.2
INV0333,2025-01-10,David Buck,Female,Kolkata,P1002,iPhone 14,Mobile,5.0,75000,375000.0,Cash,4.3
INV0334,2025-03-01,Ryan Vincent,Female,Hyderabad,P5001,Apple Watch,Smart Watch,5.0,32000,160000.0,UPI,3.9
INV0335,2025-03-23,Kayla Martinez,Female,Pune,P1001,Samsung M14,Mobile,2.0,14000,28000.0,Card,3.0
INV0336,2025-05-07,Jamie Barnes,Female,Chennai,P3002,HP Keyboard,Accessories,4.0,1200,4800.0,Cash,3.6
INV0337,2024-11-30,Kirsten Ortega,Female,Delhi,P5001,Apple Watch,Smart Watch,2.0,32000,64000.0,Cash,3.1
INV0338,2024-12-27,April Bryant,Male,Kolkata,P5001,Apple Watch,Smart Watch,4.0,32000,128000.0,Cash,3.3
INV0339,2025-03-13,David Lynn,Male,Mumbai,P3002,HP Keyboard,Accessories,5.0,1200,6000.0,Cash,4.3
INV0340,2025-02-02,Dawn Gross,Male,Chennai,P2001,HP Pavilion 15,Laptop,1.0,52000,52000.0,Wallet,3.1
INV0341,2025-05-01,Dr. Austin Shepherd,Male,Hyderabad,P1001,Samsung M14,Mobile,2.0,14000,28000.0,Card,4.2
INV0342,2025-03-30,Megan Martin,Male,Pune,P4001,Samsung Smart TV,Smart TV,4.0,40000,160000.0,Cash,3.7
INV0343,2025-02-27,Lisa Burke,Male,Hyderabad,P1002,iPhone 14,Mobile,2.0,75000,150000.0,Cash,4.8
INV0344,2024-12-27,Justin Williams,Male,Delhi,P3002,HP Keyboard,Accessories,3.0,1200,3600.0,Wallet,3.5
INV0345,2025-01-07,Howard Lindsey,Male,Mumbai,P2001,HP Pavilion 15,Laptop,4.0,52000,208000.0,Card,3.1
INV0346,2025-02-16,Michael Hall,Female,Delhi,P1003,Redmi Note 12,Mobile,1.0,13000,13000.0,Wallet,4.8
INV0347,2024-12-29,Jordan Hubbard,Male,Delhi,P2001,HP Pavilion 15,Laptop,1.0,52000,52000.0,Card,4.0
INV0348,2025-01-16,Jordan Johnson,Female,Pune,P2002,Dell Inspiron,Laptop,1.0,48000,48000.0,Cash,4.7
INV0349,2025-01-23,Kim Ramirez,Female,Pune,P4001,Samsung Smart TV,Smart TV,1.0,40000,40000.0,Card,4.3
INV0350,2024-12-19,James Anderson,Male,Bangalore,P2001,HP Pavilion 15,Laptop,1.0,52000,52000.0,Card,3.8
INV0351,2025-01-02,Michelle Vaughan,Female,Delhi,P5001,Apple Watch,Smart Watch,4.0,32000,128000.0,UPI,4.9
INV0352,2025-02-13,Cathy Taylor,Female,Hyderabad,P3001,Logitech Mouse,Accessories,2.0,700,1400.0,Cash,3.5
INV0353,2025-01-24,Brittany Ward,Female,Delhi,P2002,Dell Inspiron,Laptop,3.0,48000,144000.0,Cash,4.8
INV0354,2025-04-15,Tammy Obrien,Male,Delhi,P5001,Apple Watch,Smart Watch,1.0,32000,32000.0,Card,3.4
INV0355,2025-02-23,Tammy Ray,Male,Pune,P3002,HP Keyboard,Accessories,1.0,1200,1200.0,Cash,4.8
INV0356,2024-12-13,Rebecca Frederick,Male,Pune,P2002,Dell Inspiron,Laptop,5.0,48000,240000.0,UPI,3.0
INV0357,2025-03-05,Matthew Caldwell,Male,Mumbai,P5001,Apple Watch,Smart Watch,4.0,32000,128000.0,Cash,3.6
INV0358,2025-01-31,Lisa Torres,Female,Hyderabad,P5002,Boat Smart Watch,Smart Watch,1.0,2500,2500.0,Card,4.7
INV0359,2025-02-20,Dan Smith,Male,Mumbai,P3002,HP Keyboard,Accessories,5.0,1200,6000.0,Cash,4.3
INV0360,2024-11-18,Caroline Golden,Female,Mumbai,P2002,Dell Inspiron,Laptop,1.0,48000,48000.0,UPI,4.8
INV0361,2025-05-16,Christopher Mendoza,Male,Bangalore,P1002,iPhone 14,Mobile,2.0,75000,150000.0,Cash,4.6
INV0362,2024-11-28,Leslie Novak,Male,Delhi,P2003,MacBook Air,Laptop,4.0,95000,380000.0,UPI,4.7
INV0363,2025-01-05,Heather Evans,Female,Bangalore,P3003,JBL Headphones,Accessories,2.0,2500,5000.0,UPI,4.6
INV0364,2025-02-23,Samuel Johnson,Male,Chennai,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,Card,3.6
INV0365,2024-12-01,Jeffrey Fry,Female,Jaipur,P2001,HP Pavilion 15,Laptop,3.0,52000,156000.0,UPI,3.3
INV0366,2025-04-02,Daniel Harris Jr.,Female,Bangalore,P1002,iPhone 14,Mobile,1.0,75000,75000.0,Cash,3.3
INV0367,2025-03-15,Justin Burnett PhD,Male,Bangalore,P2001,HP Pavilion 15,Laptop,4.0,52000,208000.0,UPI,3.7
INV0368,2025-02-08,Alexandria Mullen,Female,Mumbai,P2002,Dell Inspiron,Laptop,1.0,48000,48000.0,UPI,3.0
INV0369,2024-12-23,Lauren Cox,Female,Mumbai,P1003,Redmi Note 12,Mobile,1.0,13000,13000.0,Wallet,4.4
INV0370,2025-03-11,Laura Patton,Female,Hyderabad,P2001,HP Pavilion 15,Laptop,3.0,52000,156000.0,Cash,4.3
INV0371,2025-01-29,Katherine Sanders,Male,Delhi,P1001,Samsung M14,Mobile,3.0,14000,42000.0,Cash,4.9
INV0372,2025-02-26,Michelle Romero,Male,Bangalore,P4001,Samsung Smart TV,Smart TV,3.0,40000,120000.0,Cash,3.1
INV0373,2025-02-04,Michael Hunter,Female,Kolkata,P5001,Apple Watch,Smart Watch,3.0,32000,96000.0,Cash,3.7
INV0374,2025-02-09,Melissa Davis,Female,Bangalore,P5001,Apple Watch,Smart Watch,5.0,32000,160000.0,Card,3.5
INV0375,2025-03-09,Kelsey Romero,Female,Mumbai,P1002,iPhone 14,Mobile,1.0,75000,75000.0,Card,3.4
INV0376,2025-03-07,Emily Mathis,Female,Chennai,P3003,JBL Headphones,Accessories,5.0,2500,12500.0,UPI,4.9
INV0377,2024-12-25,Julian Leon,Male,Chennai,P3002,HP Keyboard,Accessories,2.0,1200,2400.0,Cash,3.5
INV0378,2025-02-13,Donald Booker,Male,Chennai,P4001,Samsung Smart TV,Smart TV,3.0,40000,120000.0,Card,4.9
INV0379,2025-01-06,Ryan Perkins,Male,Chennai,P2002,Dell Inspiron,Laptop,2.0,48000,96000.0,UPI,4.2
INV0380,2025-02-28,Cathy Romero,Female,Chennai,P3002,HP Keyboard,Accessories,1.0,1200,1200.0,Wallet,4.9
INV0381,2024-12-09,Shannon Olson,Female,Hyderabad,P3001,Logitech Mouse,Accessories,2.0,700,1400.0,Card,3.1
INV0382,2024-12-19,Eric Nguyen,Male,Chennai,P3003,JBL Headphones,Accessories,3.0,2500,7500.0,Cash,4.0
INV0383,2024-12-19,Cameron Patton,Male,Kolkata,P4001,Samsung Smart TV,Smart TV,1.0,40000,40000.0,UPI,3.4
INV0384,2024-12-17,Angela Crawford,Female,Kolkata,P3003,JBL Headphones,Accessories,3.0,2500,7500.0,Wallet,3.3
INV0385,2025-05-15,Lisa Reynolds DVM,Male,Hyderabad,P5001,Apple Watch,Smart Watch,3.0,32000,96000.0,UPI,3.7
INV0386,2025-02-24,Mario Marshall,Male,Bangalore,P1002,iPhone 14,Mobile,4.0,75000,300000.0,Cash,3.5
INV0387,2025-02-22,Bethany Holmes,Male,Kolkata,P3001,Logitech Mouse,Accessories,3.0,700,2100.0,Cash,4.0
INV0388,2024-12-25,Brooke Rodriguez,Female,Mumbai,P3003,JBL Headphones,Accessories,5.0,2500,12500.0,UPI,3.5
INV0389,2025-04-25,Katherine Meyers,Male,Chennai,P3002,HP Keyboard,Accessories,4.0,1200,4800.0,UPI,3.6
INV0390,2025-04-05,Anthony Rivera,Female,Bangalore,P5001,Apple Watch,Smart Watch,4.0,32000,128000.0,Card,3.8
INV0391,2025-01-24,Logan Chen,Male,Jaipur,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,UPI,4.6
INV0392,2025-03-21,Tracy Mitchell,Male,Hyderabad,P3003,JBL Headphones,Accessories,2.0,2500,5000.0,Cash,4.1
INV0393,2025-02-12,Jeremy Rojas,Female,Mumbai,P2002,Dell Inspiron,Laptop,2.0,48000,96000.0,Card,3.1
INV0394,2025-05-13,Kelly Yang,Female,Pune,P2003,MacBook Air,Laptop,5.0,95000,475000.0,Cash,4.8
INV0395,2025-01-28,Patrick Schroeder,Female,Hyderabad,P1003,Redmi Note 12,Mobile,5.0,13000,65000.0,Cash,3.8
INV0396,2025-02-09,Molly Kelly,Female,Bangalore,P4001,Samsung Smart TV,Smart TV,4.0,40000,160000.0,UPI,4.4
INV0397,2024-11-17,Ronald Howard,Male,Bangalore,P2002,Dell Inspiron,Laptop,1.0,48000,48000.0,UPI,3.9
INV0398,2025-03-05,Elizabeth Phillips,Male,Mumbai,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,Wallet,4.8
INV0399,2025-03-01,Anthony Velasquez,Female,Delhi,P3002,HP Keyboard,Accessories,3.0,1200,3600.0,Cash,4.9
INV0400,2025-03-25,Shelley Gardner DDS,Female,Kolkata,P3003,JBL Headphones,Accessories,1.0,2500,2500.0,Cash,4.2
INV0401,2024-12-28,Jesus Newton,Male,Jaipur,P2002,Dell Inspiron,Laptop,1.0,48000,48000.0,Wallet,4.0
INV0402,2024-11-30,Brittany Garcia,Male,Delhi,P4001,Samsung Smart TV,Smart TV,5.0,40000,200000.0,Wallet,4.3
INV0403,2025-04-08,Michael Davis,Male,Hyderabad,P3003,JBL Headphones,Accessories,5.0,2500,12500.0,Cash,3.5
INV0404,2025-03-16,Jason Gross,Female,Delhi,P1003,Redmi Note 12,Mobile,1.0,13000,13000.0,UPI,3.6
INV0405,2025-02-02,Mr. Isaac Pratt DDS,Male,Mumbai,P1002,iPhone 14,Mobile,3.0,75000,225000.0,Cash,4.1
INV0406,2025-02-12,Alexandra Jenkins,Female,Chennai,P2001,HP Pavilion 15,Laptop,5.0,52000,260000.0,UPI,3.2
INV0407,2024-12-02,Carolyn Palmer,Female,Bangalore,P2002,Dell Inspiron,Laptop,5.0,48000,240000.0,Cash,3.5
INV0408,2025-02-25,Douglas Moore,Female,Delhi,P5002,Boat Smart Watch,Smart Watch,1.0,2500,2500.0,Card,3.3
INV0409,2025-03-13,Patrick Jacobs,Female,Pune,P3002,HP Keyboard,Accessories,5.0,1200,6000.0,Cash,3.7
INV0410,2024-12-12,Terry Gonzales,Female,Mumbai,P1001,Samsung M14,Mobile,3.0,14000,42000.0,Card,3.5
INV0411,2025-04-01,Rebekah Myers,Female,Mumbai,P5002,Boat Smart Watch,Smart Watch,3.0,2500,7500.0,Wallet,4.2
INV0412,,Stephanie Garcia,Male,Delhi,P4001,Samsung Smart TV,Smart TV,4.0,40000,160000.0,Wallet,4.5
INV0413,2025-05-14,Jessica Stafford,Male,Bangalore,P3003,JBL Headphones,Accessories,2.0,2500,5000.0,Card,4.7
INV0414,2025-01-05,Jennifer Ramirez,Male,Delhi,P2003,MacBook Air,Laptop,5.0,95000,475000.0,Cash,3.3
INV0415,2025-03-19,Roberta Moreno,Female,Chennai,P1002,iPhone 14,Mobile,3.0,75000,225000.0,Cash,4.1
